gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
FDXR,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000265,0.000785,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Auditory neuropathy and optic atrophy, 617717 (3), Autosomal recessive",0.000122,0.000241,0.000363,0.002774,0.000785,0.002267,ND,ND,ND,ND,ND,ND,0.000155,ND,0.000155,0.000349,ND,0.000227,0.000265,0.000234,0.000534,0.000414,0.000532,0,0,0,0.002774196,0,0
FDX2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy, 251900 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000016,0.000029,0.000017,ND,ND,ND,0,0,0,2.94E-05,0,0
FDFT1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Squalene synthase deficiency, 618156 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
FCSK,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.001927,0.0005,0.000262,0.000385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Congenital disorder of glycosylation with defective fucosylation 2, 618324 (3), Autosomal recessive",0.000239,0.000385,0.000353,0.000181,0.000262,0.000202,0.000077,ND,0.000077,0.002067,0.001927,0.002056,ND,ND,ND,0.003473,ND,0.000378,0.0005,0.000386,0.000442,0.001243,0.000487,0,0,0,0.003473428,0,0
FCN3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency due to ficolin 3 deficiency, 613860 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
FCHO1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency 76, 619164 (3), Autosomal recessive",ND,ND,ND,ND,0.000131,0.000131,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000014,0.000059,0.000017,ND,ND,ND,0,0,0,0.000130993,0,0
FCGR3A,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency 20, 615707 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
FGF3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Deafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3), Autosomal recessive",0.000179,0.000241,0.000235,0.000079,ND,0.000079,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000693,ND,0.000084,0.000059,0.000085,0.000352,0.000414,0.000368,0,0,0,0.000693481,0,0
FGF23,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Tumoral calcinosis, hyperphosphatemic, familial, 2, 617993 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,0.000576,0.000576,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000029,0.000029,ND,ND,ND,0,0,0,0.000576037,0,0
FGB,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000206,,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypofibrinogenemia, congenital, 202400 (3), Autosomal recessive; Dysfibrinogenemia, congenital, 616004 (3); Afibrinogenemia, congenital, 202400 (3), Autosomal recessive",0.00006,0.000096,0.00008,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000221,0.000206,0.000221,ND,ND,ND,0,0,0,0.000221228,0,0
FEZF1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000003,ND,0.000003,ND,ND,ND,0,0,0,2.63E-06,0,0
FERMT3,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000029,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Leukocyte adhesion deficiency, type III, 612840 (3), Autosomal recessive",ND,0.000048,0.000048,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000073,0.000029,0.000074,0.000023,ND,0.000023,0,0,0,7.43E-05,0,0
FAT4,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Van Maldergem syndrome 2, 615546 (3), Autosomal recessive; Hennekam lymphangiectasia-lymphedema syndrome 2, 616006 (3), Autosomal recessive",ND,ND,ND,0.000046,ND,0.000046,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000043,ND,0.000043,ND,ND,ND,0,0,0,0.000050388,0,0
ELOVL1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies, 618527 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
ELMO2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000059,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Vascular malformation, primary intraosseous, 606893 (3), Autosomal recessive",ND,ND,ND,0.000092,ND,0.000092,ND,0.000576,0.000576,0.000101,0.000385,0.000139,0.000038,ND,0.000038,0.000347,ND,0.000005,0.000059,0.000008,ND,ND,ND,0,0,0,0.000576037,0,0
EIF4A3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Robin sequence with cleft mandible and limb anomalies, 268305 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
EIF3F,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.002822,0.001961,0.000578,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 67, 618295 (3), Autosomal recessive",0.000299,0.000578,0.000453,0.000313,0.001961,0.000733,0.00375,0.002882,0.003648,ND,ND,ND,0.000075,ND,0.000075,ND,ND,0.003162,0.002822,0.003142,0.000093,ND,0.000093,0,0,0,0.003749617,0,0
ENO3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Glycogen storage disease XIII, 612932 (3), Autosomal recessive",0.00012,0.000097,0.00014,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000079,0.000029,0.000076,ND,ND,ND,0,0,0,0.000139889,0,0
ENAM,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.001294,,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Amelogenesis imperfecta, type IC, 204650 (3), Autosomal recessive",0.000119,0.000097,0.000107,ND,ND,ND,0.000231,ND,0.000231,ND,ND,ND,0.000713,0.000754,0.000719,ND,ND,0.001383,0.001294,0.001381,0.000981,0.001247,0.000997,0,0,0,0.001383492,0,0
EMP2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Nephrotic syndrome, type 10, 615861 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000357,ND,0.000002,ND,0.000002,ND,ND,ND,0,0,0,0.000357143,0,0
EML1,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Band heterotopia, 600348 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00001,ND,0.00001,0.000023,ND,0.000023,0,0,0,2.32E-05,0,0
EMC10,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.00047,,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with dysmorphic facies and variable seizures, 619264 (3), Autosomal recessive",0.000299,0.000193,0.00024,0.000091,ND,0.000091,0.000154,ND,0.000154,0.000768,ND,0.000768,ND,ND,ND,ND,ND,0.000357,0.00047,0.000365,0.00021,0.000414,0.000226,0,0,0,0.000767919,0,0
EMC1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000387,0.001029,0.000394,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive",0.000352,0.000531,0.000752,0.000448,0.000394,0.000842,0.000153,0.000577,0.000203,0.000474,0.000387,0.000507,0.000037,ND,0.000037,0.000693,ND,0.000975,0.001029,0.001126,0.000928,0.000415,0.000942,0,0,0,0.001125878,0,0
EPB42,FALSE,,,,,,,,,2,0.000364,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPB41,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Elliptocytosis-1, 611804 (3), Autosomal recessive",ND,ND,ND,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,0.000037,ND,0.000037,ND,ND,0.000081,0.000029,0.00008,ND,ND,ND,0,0,0,0.000081384,0,0
ENTPD1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,0.000524,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spastic paraplegia 64, autosomal recessive, 615683 (3), Autosomal recessive",ND,ND,ND,0.000137,0.000524,0.000237,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000007,0.000059,0.000066,0.000057,ND,0.000057,0,0,0,0.000523903,0,0
DTYMK,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000176,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodegeneration, childhood-onset, with progressive microcephaly, 619847 (3), Autosomal recessive",0.00006,ND,0.00006,0.000045,ND,0.000045,0.000459,ND,0.000459,0.000156,0.000385,0.000189,0.000037,0.000188,0.000226,ND,ND,0.000056,0.000176,0.000063,ND,ND,ND,0,0,0,0.000459137,0,0
CSTB,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.001293,0.000392,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), 254800 (3), Autosomal recessive",0.000239,0.000289,0.0003,0.000492,0.000392,0.000569,ND,ND,ND,0.00005,ND,0.00005,0.000037,ND,0.000037,ND,ND,0.001528,0.001293,0.001544,0.000117,ND,0.000117,0,yes,"dodecamer expansion not analyzed here, GCF most likely understimates",0.001544257,"yes, see comments",0
DST,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000772,0.000941,0.00301,0.000578,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neuropathy, hereditary sensory and autonomic, type VI, 614653 (3), Autosomal recessive; Epidermolysis bullosa simplex 3, localized or generalized intermediate, with bp230 deficiency, 615425 (3), Autosomal recessive",0.000419,0.000578,0.000529,0.000921,0.00301,0.001522,0.000632,0.001152,0.000705,0.000559,0.000772,0.000979,0.000075,ND,0.000075,0.000347,ND,0.000655,0.000941,0.000781,0.000539,0.000416,0.000558,0,0,0,0.003009838,0,0
DSG4,FALSE,,,,,,,,,4,0.000727,22448,590031,30019,37545,0.001157,0.000118,,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypotrichosis 6, 607903 (3), Autosomal recessive",0.000239,0.000097,0.000193,ND,ND,ND,ND,ND,ND,0.000252,0.001157,0.000357,ND,ND,ND,0.00083,ND,0.00011,0.000118,0.000112,0.000417,ND,0.000417,0,0,0,0.00115711,0,0
DSG3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Blistering, acantholytic, of oral and laryngeal mucosa, 619226 (3), Autosomal recessive",ND,ND,ND,0.000046,ND,0.000046,ND,ND,ND,0.000723,ND,0.000723,ND,ND,ND,ND,ND,ND,ND,ND,0.000057,ND,0.000057,0,0,0,0.000722825,0,0
DYNC2LI1,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,,0.000706,0.000262,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Short-rib thoracic dysplasia 15 with polydactyly, 617088 (3), Autosomal recessive",0.000071,0.000338,0.000327,0.000135,0.000262,0.000397,0.001761,0.002305,0.001824,0.000102,ND,0.000102,0.000037,ND,0.000037,ND,ND,0.000757,0.000706,0.000756,0.000025,ND,0.000025,0,0,0,0.002304811,0,0
DYNC1I2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with microcephaly and structural brain anomalies, 618492 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,0.000566,0.000576,0.000567,ND,ND,ND,ND,ND,ND,ND,ND,0.000005,ND,0.000005,ND,ND,ND,0,0,0,0.000576369,0,0
DUT,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000176,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Bone marrow failure and diabetes mellitus syndrome, 620044 (3), Autosomal recessive",0.00006,ND,0.00006,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000304,0.000176,0.000297,ND,ND,ND,0,0,0,0.000304143,0,0
ECM1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000387,0.000588,,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Urbach-Wiethe disease, 247100 (3), Autosomal recessive",0.000239,0.000241,0.000426,0.000089,ND,0.000089,0.001379,0.001152,0.001353,0.00005,0.000387,0.000089,0.001048,0.001696,0.001156,0.000347,ND,0.00042,0.000588,0.000433,0.000132,ND,0.000132,0,0,0,0.001696372,0,0
ECHS1,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,0.001542,0.002146,0.001701,0.001833,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, 616277 (3), Autosomal recessive",0.001793,0.001833,0.002305,0.001585,0.001701,0.00179,0.000153,ND,0.000153,0.00295,0.001542,0.002865,0.000531,ND,0.000531,ND,ND,0.002061,0.002146,0.002144,0.002214,0.002486,0.002295,0,0,0,0.002950039,0,0
DZIP1L,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000118,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Polycystic kidney disease 5, 617610 (3), Autosomal recessive",0.000176,ND,0.000176,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.001415,ND,0.000064,0.000118,0.000068,ND,0.000414,0.000414,0,0,0,0.001415428,0,0
DZIP1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.00003,0.000263,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spermatogenic failure 47, 619102 (3), Autosomal recessive",ND,ND,ND,0.000095,0.000263,0.000166,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000087,0.00003,0.000084,ND,ND,ND,0,0,0,0.000262571,0,0
DES,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000387,0.000323,,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Myopathy, myofibrillar, 1, 601419 (3), Autosomal recessive",0.000534,0.000097,0.000393,0.000098,ND,0.000098,0.000172,ND,0.000172,0.000056,0.000387,0.000443,0.000041,ND,0.000041,ND,ND,0.000169,0.000323,0.000216,0.000029,ND,0.000029,0,0,0,0.000534333,0,0
DIAPH1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.00125,0.000278,0.000131,0.000455,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Seizures, cortical blindness, microcephaly syndrome, 616632 (3), Autosomal recessive",0.000168,0.000455,0.000325,0.000982,0.000131,0.000867,0.000157,ND,0.000157,0.000256,0.00125,0.000349,0.00105,ND,0.00105,0.002883,ND,0.000223,0.000278,0.000256,0.000266,ND,0.000266,0,0,0,0.002883198,0,0
DHX38,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Retinitis pigmentosa 84, 618220 (3), Autosomal recessive",ND,ND,ND,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000002,ND,0.000002,ND,ND,ND,0,0,0,4.47E-05,0,0
DHX37,FALSE,,,,,,,,,1,0.000182,22448,590031,30019,37545,,0.000147,0.000524,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies, 618731 (3), Autosomal recessive",0.000145,0.000097,0.000135,0.000358,0.000524,0.000498,ND,ND,ND,ND,ND,ND,0.000038,ND,0.000038,0.000348,ND,0.000085,0.000147,0.000118,0.000263,ND,0.000263,0,0,0,0.000523972,0,0
DTNBP1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000392,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hermansky-Pudlak syndrome 7, 614076 (3), Autosomal recessive",ND,ND,ND,0.001924,0.000392,0.001533,ND,ND,ND,ND,ND,ND,0.000075,0.000188,0.000094,ND,ND,0.000058,ND,0.000058,0.000023,ND,0.000023,0,0,0,0.001923535,0,0
CSTA,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000147,0.000393,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Peeling skin syndrome 4, 607936 (3), Autosomal recessive",ND,0.000145,0.000145,0.000805,0.000393,0.000809,0.000077,ND,0.000077,ND,ND,ND,ND,ND,ND,0.000347,ND,0.000104,0.000147,0.000107,0.000023,ND,0.000023,0,0,0,0.000809245,0,0
CSGALNACT1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000353,0.000131,0.000144,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Skeletal dysplasia, mild, with joint laxity and advanced bone age, 618870 (3), Autosomal recessive",0.000239,0.000144,0.000187,0.000045,0.000131,0.000067,0.004515,0.005184,0.004593,0.000202,ND,0.000202,0.000487,0.000377,0.000468,ND,ND,0.000121,0.000353,0.000162,0.000139,0.000414,0.00016,0,0,0,0.005184332,0,0
CTU2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome, 618142 (3), Autosomal recessive",0.000176,ND,0.000176,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000716,ND,0.000041,ND,0.000041,0.000023,ND,0.000023,0,0,0,0.00071582,0,0
